User_ID,Age,Gender,Browser,Time_on_Site,Pages_Visited,Session_Duration,Bounce_Rate,Device_Type,Country,Referral_Source,Previous_Purchases,Cart_Value,Discount_Applied,Ad_Clicked,Membership_Status,Preferred_Payment_Method,Purchase_Made,Time_of_Day,Feedback_Score
423,,Male,Edge,,9,389,74.22,Tablet,India,Facebook,2,100.63,No,Yes,Platinum,PayPal,No,Afternoon,5
424,27,Female,Chrome,16.96,7,238,29.23,Desktop,Australia,Facebook,9,457.35,No,No,Gold,UPI,Yes,Morning,2
425,33,Male,Edge,9.05,6,308,32.68,Tablet,USA,Direct,8,68.43,Yes,No,Platinum,Credit Card,Yes,Afternoon,1
426,61,Male,Firefox,25.28,1,258,39.67,Mobile,Australia,Facebook,8,293.67,Yes,Yes,Platinum,PayPal,Yes,Evening,3
427,25,Female,Edge,2.88,14,276,,Tablet,USA,Google,6,168.51,No,No,Gold,UPI,Yes,Afternoon,1
428,21,Male,Chrome,6.47,6,400,69.1,Desktop,Australia,Google,9,282.1,No,No,Silver,UPI,Yes,Night,4
429,28,Female,Edge,17.77,12,294,32.93,Tablet,India,Instagram,4,125.14,Yes,Yes,Gold,Net Banking,No,Night,4
430,17,Female,Safari,17.34,17,124,,Tablet,UK,Instagram,8,227.75,No,Yes,Gold,UPI,Yes,Morning,3
431,48,Male,Firefox,14.64,5,314,26.94,Desktop,India,Instagram,6,434.99,No,No,Gold,Credit Card,No,Evening,2
432,23,Female,Safari,18.38,11,482,45.28,Desktop,Canada,Google,1,194.35,Yes,No,Gold,Credit Card,Yes,Night,4
433,25,Female,Chrome,17.84,5,230,77.2,Mobile,Australia,Direct,9,182.99,Yes,Yes,Platinum,Credit Card,Yes,Evening,5
434,22,Female,Safari,15,12,455,83.56,Tablet,UK,Instagram,0,228.6,No,No,Platinum,Credit Card,No,Afternoon,3
435,18,Male,Edge,,3,362,80.45,Mobile,Australia,Google,9,59.24,Yes,No,Platinum,UPI,Yes,Morning,1
436,,Male,Firefox,-0.7,9,418,62.12,Mobile,Canada,Direct,9,199.8,No,Yes,Platinum,PayPal,Yes,Morning,5
437,27,Male,Safari,14.33,6,388,28.04,Tablet,Canada,Facebook,3,13.38,No,Yes,Silver,UPI,No,Afternoon,3
438,17,Female,Edge,14.76,2,318,73.49,Mobile,Canada,Google,9,256.66,Yes,Yes,Platinum,PayPal,Yes,Night,5
439,,Male,Safari,,2,239,,Tablet,India,Facebook,7,425.49,No,No,Platinum,PayPal,Yes,Evening,3
440,,Male,Edge,10.87,12,318,79.82,Mobile,India,Instagram,5,280.52,No,Yes,Silver,PayPal,Yes,Evening,1
441,31,Female,Edge,14.82,8,323,78.02,Mobile,UK,Direct,1,307.79,No,No,Gold,Net Banking,No,Evening,2
442,41,Male,Safari,22.12,2,397,67,Tablet,Canada,Google,4,24.98,Yes,Yes,Platinum,Credit Card,Yes,Night,3
443,52,Female,Chrome,17.8,9,75,9.79,Desktop,India,Instagram,8,431.16,Yes,Yes,Platinum,Net Banking,Yes,Afternoon,4
444,43,Male,Firefox,15.13,16,157,99.73,Tablet,USA,Instagram,5,198.65,No,No,Gold,UPI,No,Evening,1
445,37,Female,Chrome,19.81,15,324,75.64,Desktop,USA,Direct,5,487.68,No,Yes,Platinum,Net Banking,Yes,Night,1
446,43,Female,Safari,11.04,14,333,73.48,Tablet,India,Facebook,6,69.03,No,No,Gold,PayPal,No,Evening,5
447,57,Female,Edge,23.63,4,213,6.4,Tablet,UK,Instagram,4,472.89,Yes,No,Gold,UPI,No,Night,4
448,,Female,Safari,18.21,4,336,39.87,Desktop,Australia,Direct,2,320.8,No,No,Gold,Credit Card,No,Afternoon,5
449,41,Male,Edge,6.87,11,368,8.62,Desktop,Canada,Direct,2,35.65,Yes,No,Platinum,PayPal,No,Evening,1
450,25,Female,Edge,11.97,18,281,36.1,Tablet,India,Google,4,486.13,No,No,Gold,Credit Card,Yes,Afternoon,3
451,37,Female,Chrome,4.21,5,443,57.05,Tablet,UK,Instagram,3,16.8,No,Yes,Platinum,Net Banking,Yes,Morning,4
452,22,Female,Chrome,,2,462,,Tablet,Australia,Facebook,4,368.04,Yes,Yes,Silver,Credit Card,No,Night,1
453,43,Female,Safari,17.82,15,312,28.29,Desktop,UK,Facebook,8,445.87,Yes,No,Gold,UPI,Yes,Morning,4
454,38,Female,Firefox,12.7,11,384,62.34,Tablet,Australia,Instagram,4,96.15,Yes,No,Platinum,PayPal,Yes,Afternoon,3
455,50,Female,Chrome,,17,130,16.47,Desktop,USA,Facebook,3,178.25,No,No,Gold,Credit Card,Yes,Afternoon,2
456,32,Male,Edge,14.58,16,407,35.4,Mobile,Australia,Direct,3,285,No,No,Platinum,Net Banking,No,Afternoon,5
457,32,Female,Safari,28.12,15,447,,Desktop,USA,Direct,0,343.11,Yes,Yes,Platinum,UPI,Yes,Evening,5
458,32,Male,Safari,9,3,198,74.76,Mobile,Canada,Instagram,9,437.22,Yes,Yes,Silver,PayPal,No,Evening,1
,,Female,Firefox,18.21,15,362,54.58,Tablet,India,Facebook,3,,No,Yes,Gold,Net Banking,No,Afternoon,1
460,41,Female,Safari,13.01,19,113,,Tablet,USA,Direct,3,188.03,No,Yes,Platinum,PayPal,Yes,Afternoon,3
461,48,Male,Chrome,11.61,13,221,37.97,Desktop,UK,Instagram,8,412.64,Yes,Yes,Silver,Credit Card,Yes,Evening,1
462,42,Female,Edge,14.13,16,248,15.67,Mobile,Australia,Direct,3,483.38,No,Yes,Platinum,Net Banking,No,Evening,1
,44,Female,Safari,16.84,12,153,35.35,Tablet,UK,Instagram,6,121.22,Yes,No,Platinum,Net Banking,No,Night,1
464,20,Male,Safari,15.29,17,276,15.06,Tablet,USA,Google,0,46.31,No,Yes,Silver,Credit Card,No,Afternoon,4
465,29,Male,Edge,18.39,16,270,79.53,Mobile,UK,Google,6,219.04,Yes,Yes,Gold,Net Banking,Yes,Evening,4
466,29,Male,Safari,18.03,9,362,8.08,Tablet,Australia,Instagram,1,441.88,No,No,Silver,Net Banking,No,Evening,2
467,36,Male,Safari,22.26,6,149,,Tablet,India,Google,7,83.64,No,No,Gold,Net Banking,Yes,Morning,4
468,34,Female,Firefox,8.99,19,362,69.12,Desktop,UK,Google,0,444.04,No,No,Platinum,Credit Card,Yes,Afternoon,5
469,19,Male,Chrome,7.21,13,221,90.25,Tablet,Canada,Facebook,9,496.18,Yes,No,Platinum,Credit Card,Yes,Afternoon,2
470,35,Male,Safari,14.66,8,172,96.46,Mobile,Australia,Google,2,,Yes,No,Silver,PayPal,Yes,Evening,1
471,15,Male,Chrome,11.03,12,280,83.6,Tablet,Australia,Facebook,7,252.68,Yes,Yes,Silver,Credit Card,No,Morning,5
,43,Female,Firefox,19.37,9,375,21.15,Desktop,Canada,Google,9,171.15,No,No,Silver,Net Banking,No,Night,2
,,Male,Chrome,9.66,4,252,28.57,Tablet,USA,Google,7,202.9,No,No,Platinum,Credit Card,No,Afternoon,2
474,47,Female,Firefox,12.25,13,351,87.08,Mobile,Canada,Direct,4,231.3,Yes,No,Gold,Net Banking,No,Night,5
475,37,Female,Chrome,13.34,2,328,88.93,Tablet,USA,Instagram,4,372.45,No,Yes,Silver,Net Banking,No,Afternoon,2
,30,Female,Chrome,23.83,3,613,,Mobile,India,Google,7,299.74,Yes,No,Gold,Net Banking,No,Evening,5
477,19,Female,Safari,25.54,5,269,31.36,Desktop,USA,Instagram,9,480.99,No,No,Silver,Credit Card,No,Night,2
478,31,Male,Chrome,9.29,18,283,22.41,Tablet,India,Instagram,4,173.05,No,Yes,Silver,Net Banking,Yes,Afternoon,2
479,27,Male,Safari,4.02,14,411,,Tablet,India,Direct,8,275.34,No,No,Silver,PayPal,No,Night,2
480,39,Female,Safari,12.13,2,295,20.53,Desktop,Canada,Instagram,0,408.53,Yes,Yes,Silver,UPI,Yes,Evening,5
481,31,Male,Chrome,14.82,15,325,66.18,Mobile,India,Instagram,4,192.78,Yes,Yes,Platinum,UPI,Yes,Morning,2
482,41,Male,Safari,,8,124,96.8,Mobile,USA,Google,2,238,Yes,No,Platinum,PayPal,No,Morning,4
483,49,Male,Chrome,,16,288,70.53,Tablet,UK,Direct,2,345.64,No,Yes,Silver,UPI,No,Night,4
484,21,Male,Edge,,3,229,25.77,Mobile,Australia,Instagram,1,431.76,No,No,Platinum,PayPal,No,Night,4
485,35,Female,Safari,12.99,5,252,28.25,Mobile,Australia,Google,2,213.68,No,No,Platinum,Credit Card,No,Night,4
486,35,Male,Edge,16.07,4,326,9.29,Tablet,USA,Direct,6,270.66,No,No,Platinum,UPI,Yes,Afternoon,4
487,38,Male,Edge,18.22,12,295,68.62,Mobile,UK,Google,7,487.81,Yes,Yes,Platinum,PayPal,Yes,Evening,1
488,42,Female,Safari,16.1,19,377,51.84,Mobile,India,Direct,7,30.81,Yes,Yes,Gold,PayPal,Yes,Night,2
489,,Male,Firefox,18.38,15,395,20.65,Tablet,USA,Direct,7,229.63,No,Yes,Gold,Net Banking,Yes,Morning,3
490,24,Male,Firefox,6.46,13,282,22.77,Tablet,India,Facebook,0,321.63,Yes,Yes,Platinum,Credit Card,No,Afternoon,1
491,19,Male,Edge,15.57,5,330,0.9,Mobile,Canada,Facebook,6,14.13,No,Yes,Gold,PayPal,Yes,Night,5
492,37,Female,Edge,16.15,12,97,97.84,Tablet,UK,Facebook,1,302.43,No,No,Silver,UPI,Yes,Afternoon,1
493,39,Male,Chrome,,19,331,82.8,Mobile,Australia,Instagram,9,37.54,Yes,No,Gold,Net Banking,No,Night,3
494,42,Male,Edge,,2,405,39.42,Mobile,USA,Google,3,430.2,Yes,No,Silver,Net Banking,No,Night,1
495,27,Female,Safari,17.31,7,209,94.61,Mobile,Australia,Direct,4,405.47,Yes,Yes,Gold,Net Banking,No,Afternoon,2
496,19,Male,Firefox,15.61,5,376,,Mobile,India,Google,0,25.81,No,Yes,Gold,Credit Card,Yes,Evening,4
497,47,Female,Firefox,14.74,11,255,75.15,Tablet,India,Instagram,3,33.91,No,Yes,Silver,PayPal,No,Evening,2
498,40,Female,Firefox,,18,242,68,Tablet,Canada,Facebook,3,379.27,No,No,Silver,Credit Card,No,Morning,1
,31,Female,Safari,13.55,18,442,75.68,Desktop,India,Facebook,8,191.08,Yes,No,Platinum,PayPal,Yes,Evening,3
500,14,Male,Chrome,11.17,7,297,,Tablet,India,Google,8,,Yes,Yes,Gold,Net Banking,No,Evening,5
501,28,Male,Safari,12.62,10,387,56.24,Desktop,Australia,Google,9,142.46,Yes,No,Silver,UPI,Yes,Afternoon,2
502,42,Male,Safari,10.3,14,105,84.94,Mobile,Australia,Direct,0,,Yes,Yes,Platinum,UPI,No,Afternoon,3
503,39,Male,Firefox,13.06,11,239,1.95,Tablet,USA,Google,7,,Yes,No,Silver,Credit Card,No,Morning,5
504,21,Male,Safari,16.82,2,371,12.34,Mobile,USA,Direct,3,130.89,Yes,Yes,Platinum,Net Banking,No,Night,4
505,41,Female,Edge,19.1,13,312,24.56,Desktop,India,Direct,3,229.67,Yes,Yes,Platinum,PayPal,No,Afternoon,2
506,34,Female,Safari,14.74,13,282,29.47,Tablet,UK,Facebook,4,,No,No,Silver,Credit Card,Yes,Afternoon,2
507,48,Female,Firefox,14.61,9,360,18.27,Tablet,USA,Google,1,281.52,Yes,No,Silver,Net Banking,Yes,Afternoon,4
508,,Female,Firefox,15.72,17,217,62.43,Tablet,India,Facebook,0,308.5,Yes,Yes,Gold,Credit Card,Yes,Evening,4
509,29,Male,Safari,19.92,15,422,29.4,Tablet,Australia,Direct,4,240.34,No,No,Gold,UPI,No,Afternoon,1
510,36,Female,Edge,13.88,16,279,15.81,Mobile,Canada,Facebook,6,169.12,No,No,Platinum,Net Banking,Yes,Morning,5
511,31,Female,Edge,17.31,10,218,90.58,Tablet,Australia,Facebook,9,80.32,Yes,No,Silver,Credit Card,Yes,Morning,3
512,26,Male,Firefox,,12,225,69.5,Desktop,Australia,Direct,8,183.74,No,Yes,Gold,PayPal,No,Afternoon,4
513,53,Female,Edge,11.88,5,292,24.61,Tablet,Canada,Instagram,1,335.95,Yes,No,Platinum,UPI,Yes,Night,1
514,49,Male,Edge,18.53,17,257,36.1,Desktop,Australia,Instagram,7,,Yes,No,Gold,PayPal,Yes,Afternoon,5
,25,Male,Chrome,,10,353,74.08,Desktop,USA,Google,6,239.9,Yes,No,Platinum,Credit Card,Yes,Morning,5
516,37,Male,Chrome,20.31,6,295,79.09,Mobile,Australia,Facebook,1,326.05,No,No,Gold,Net Banking,No,Night,2
,20,Female,Edge,9.03,6,264,17.64,Tablet,Canada,Google,4,113.17,No,Yes,Silver,UPI,Yes,Evening,1
,52,Female,Edge,14.3,12,335,,Desktop,India,Facebook,6,431.43,Yes,Yes,Platinum,PayPal,No,Afternoon,1
519,43,Female,Chrome,19.14,19,247,78.53,Tablet,India,Google,2,434.31,No,Yes,Platinum,PayPal,No,Morning,2
,45,Female,Chrome,12.86,2,349,85.68,Mobile,India,Google,1,166.96,Yes,No,Gold,Net Banking,Yes,Evening,3
521,32,Female,Chrome,16.17,13,333,,Mobile,Canada,Direct,5,278.38,Yes,Yes,Gold,Credit Card,Yes,Morning,4
,47,Female,Firefox,,11,329,14.34,Tablet,Canada,Instagram,9,307.26,No,No,Gold,PayPal,Yes,Evening,2
,47,Male,Firefox,24.24,15,264,30.54,Desktop,USA,Instagram,5,241.49,No,Yes,Silver,Credit Card,No,Morning,4
,33,Male,Chrome,14.92,13,237,6.46,Mobile,Canada,Instagram,3,456.46,No,Yes,Gold,Credit Card,Yes,Morning,1
525,24,Female,Chrome,15.9,3,381,9.11,Desktop,India,Direct,0,372.46,Yes,No,Gold,Credit Card,No,Evening,2
526,39,Female,Chrome,15.2,14,361,14.32,Desktop,Canada,Instagram,4,339.53,No,No,Silver,Net Banking,Yes,Afternoon,3
527,,Male,Firefox,13.89,8,199,71.24,Tablet,UK,Direct,0,264.85,No,No,Gold,Credit Card,No,Morning,4
528,54,Male,Firefox,8.27,9,257,3.02,Mobile,Australia,Facebook,7,51.58,No,Yes,Silver,UPI,Yes,Night,4
529,36,Male,Edge,9.4,15,434,8.32,Tablet,USA,Direct,1,62.83,Yes,No,Silver,Net Banking,No,Afternoon,4
530,36,Female,Safari,14.93,18,398,94.42,Tablet,India,Google,8,156.51,Yes,No,Gold,PayPal,No,Night,1
531,43,Female,Edge,16.71,8,183,8.37,Tablet,India,Google,8,113.65,Yes,No,Silver,Net Banking,No,Morning,4
532,35,Female,Safari,21.31,11,301,53.75,Desktop,UK,Facebook,2,476.74,Yes,Yes,Gold,PayPal,Yes,Evening,5
533,42,Male,Safari,13.95,5,342,64.26,Tablet,USA,Facebook,5,210.81,Yes,No,Silver,UPI,No,Afternoon,4
534,30,Female,Safari,22.64,15,399,95.86,Mobile,Australia,Google,8,439.54,No,Yes,Platinum,Credit Card,No,Evening,1
535,24,Female,Edge,8.98,15,313,89.98,Desktop,USA,Instagram,6,410.86,No,Yes,Gold,Credit Card,No,Evening,2
536,26,Female,Firefox,16.05,7,348,44.07,Tablet,USA,Instagram,3,408.16,Yes,No,Platinum,Credit Card,Yes,Night,4
537,32,Female,Firefox,13.66,18,393,94.22,Mobile,India,Instagram,2,1157,No,No,Platinum,Credit Card,No,Night,4
538,36,Female,Firefox,8.44,12,407,43.23,Tablet,Canada,Facebook,1,229.19,Yes,No,Platinum,Net Banking,No,Afternoon,2
539,40,Female,Firefox,6.53,12,282,,Tablet,Australia,Google,9,,Yes,No,Platinum,UPI,Yes,Afternoon,5
540,40,Male,Edge,12.83,4,305,25.96,Tablet,USA,Direct,9,485.5,Yes,Yes,Gold,PayPal,No,Afternoon,1
541,35,Female,Chrome,13.2,11,224,63.66,Desktop,UK,Facebook,0,439.6,Yes,No,Silver,Net Banking,Yes,Night,2
,24,Male,Safari,10.56,6,273,53.82,Tablet,India,Google,9,132.46,Yes,No,Gold,Credit Card,Yes,Night,1
543,42,Male,Firefox,18.81,10,259,60.68,Mobile,Canada,Instagram,0,163.62,Yes,Yes,Gold,Credit Card,Yes,Evening,2
544,,Male,Firefox,12.97,15,281,68.27,Tablet,Canada,Instagram,3,269.17,No,Yes,Silver,Credit Card,Yes,Evening,3
545,23,Female,Edge,10.07,1,291,17.35,Tablet,India,Instagram,3,146.52,No,No,Platinum,PayPal,No,Evening,5
546,35,Female,Safari,13.82,17,381,30.13,Desktop,USA,Google,8,414.02,No,No,Silver,PayPal,Yes,Afternoon,3
547,43,Female,Firefox,11.84,3,335,73.62,Tablet,India,Instagram,9,411.42,No,No,Platinum,Net Banking,No,Morning,2
548,41,Female,Chrome,23.23,11,172,16.38,Mobile,Canada,Google,0,364.93,No,No,Gold,UPI,Yes,Night,2
549,34,Male,Firefox,,18,355,34.42,Mobile,Canada,Facebook,3,347.76,No,No,Silver,PayPal,No,Afternoon,1
550,,Female,Safari,10.41,10,245,66.65,Tablet,UK,Direct,2,278.18,Yes,Yes,Silver,Net Banking,No,Night,2
551,24,Male,Chrome,23.23,9,191,93.77,Mobile,UK,Instagram,8,180.09,Yes,Yes,Platinum,PayPal,No,Morning,1
,29,Female,Edge,18.63,7,186,7.53,Mobile,Canada,Facebook,4,420.1,Yes,Yes,Silver,Net Banking,No,Night,1
553,30,Female,Chrome,15.53,11,317,51.66,Tablet,UK,Facebook,8,430.83,Yes,No,Gold,Credit Card,No,Night,2
554,25,Male,Safari,11.02,8,406,8.19,Mobile,UK,Google,9,34.26,No,No,Silver,PayPal,Yes,Night,1
555,31,Male,Safari,18.83,2,279,37.91,Mobile,UK,Facebook,5,205.32,Yes,No,Silver,Credit Card,No,Evening,5
556,33,Male,Chrome,7.68,5,394,17.54,Tablet,Canada,Google,8,,No,No,Gold,UPI,No,Morning,3
,30,Female,Firefox,18.47,9,309,64.94,Desktop,USA,Google,0,421.34,No,Yes,Platinum,Credit Card,No,Afternoon,2
558,32,Male,Safari,16.25,1,84,75.78,Desktop,USA,Facebook,3,,No,Yes,Silver,UPI,Yes,Afternoon,1
559,6,Male,Chrome,19.95,17,361,24.73,Tablet,Australia,Google,3,340.19,No,No,Platinum,PayPal,Yes,Afternoon,1
560,39,Male,Safari,3.2,10,246,71.29,Desktop,UK,Google,9,185.11,No,No,Silver,UPI,Yes,Morning,1
561,,Female,Firefox,,8,219,44.68,Desktop,USA,Google,9,409.87,No,No,Gold,Credit Card,Yes,Night,1
562,31,Male,Firefox,10,18,362,28.36,Desktop,Australia,Facebook,5,259.75,Yes,Yes,Platinum,PayPal,Yes,Afternoon,5
563,21,Male,Chrome,9.41,10,313,52.34,Desktop,India,Direct,9,168.96,Yes,Yes,Silver,Net Banking,Yes,Morning,2
564,51,Female,Edge,17.13,9,293,37.97,Tablet,UK,Google,0,168.7,Yes,No,Platinum,PayPal,No,Evening,2
565,,Male,Edge,13.52,4,310,23,Desktop,USA,Instagram,9,170.19,Yes,No,Silver,Net Banking,Yes,Morning,5
566,,Male,Firefox,10.64,2,215,,Desktop,USA,Facebook,4,396.4,Yes,Yes,Gold,Credit Card,No,Evening,5
567,33,Male,Edge,,19,477,79.75,Tablet,USA,Facebook,2,358.45,Yes,No,Gold,PayPal,No,Morning,5
568,44,Female,Firefox,10.19,10,317,80.03,Tablet,Australia,Google,0,166.41,Yes,Yes,Silver,Net Banking,No,Evening,2
569,31,Male,Edge,,17,316,38.21,Desktop,India,Facebook,5,250.2,No,No,Silver,Credit Card,No,Afternoon,4
570,29,Male,Firefox,,3,291,16.95,Mobile,UK,Instagram,2,47.32,No,Yes,Platinum,UPI,No,Morning,3
571,28,Male,Safari,19.16,19,138,,Tablet,USA,Direct,3,,Yes,No,Silver,Net Banking,No,Evening,5
572,,Male,Chrome,28.32,19,233,,Tablet,Canada,Facebook,8,140.32,Yes,Yes,Platinum,UPI,Yes,Night,5
573,61,Male,Chrome,14.91,19,178,74.81,Desktop,UK,Facebook,1,445.72,No,Yes,Silver,PayPal,No,Afternoon,2
574,43,Male,Edge,,19,168,81.75,Mobile,Canada,Facebook,0,302.43,Yes,No,Gold,Net Banking,Yes,Afternoon,2
575,,Male,Chrome,14.31,15,146,76.82,Tablet,Australia,Google,9,,No,Yes,Platinum,Credit Card,No,Evening,3
576,29,Female,Edge,24.4,18,236,38.98,Tablet,USA,Instagram,5,89.73,Yes,No,Platinum,Credit Card,No,Evening,1
577,32,Female,Firefox,20.43,17,302,93.8,Tablet,UK,Direct,0,44.07,No,Yes,Gold,UPI,No,Morning,2
578,26,Female,Safari,11.77,10,158,66.02,Mobile,UK,Instagram,0,280.78,No,No,Platinum,Credit Card,No,Evening,3
,25,Male,Chrome,13.48,14,370,57.57,Tablet,USA,Instagram,6,239.31,Yes,No,Gold,PayPal,Yes,Evening,2
580,42,Female,Safari,18.88,19,330,69.79,Tablet,India,Facebook,1,68.64,Yes,Yes,Gold,PayPal,Yes,Night,2
581,30,Male,Chrome,17.4,18,277,,Mobile,Australia,Direct,3,419.44,No,No,Gold,UPI,Yes,Afternoon,2
582,39,Male,Firefox,18.93,11,516,39.05,Tablet,USA,Instagram,3,214.45,Yes,No,Silver,Net Banking,Yes,Evening,4
583,53,Male,Chrome,13.8,11,276,88.12,Mobile,UK,Direct,1,137.62,Yes,No,Gold,Credit Card,No,Evening,4
,30,Female,Chrome,16.94,12,380,16.11,Mobile,India,Google,5,396.25,No,No,Platinum,PayPal,No,Night,5
585,38,Female,Firefox,13.47,8,321,41.44,Mobile,UK,Facebook,9,457.4,No,Yes,Silver,Net Banking,Yes,Evening,4
586,25,Male,Edge,21.97,16,444,40.52,Desktop,Canada,Google,1,159.92,Yes,Yes,Gold,PayPal,No,Night,3
587,,Male,Edge,7.37,8,408,35.6,Tablet,UK,Direct,7,390.22,Yes,No,Gold,PayPal,No,Afternoon,2
588,48,Female,Firefox,7.38,14,270,56.24,Tablet,Australia,Facebook,3,329.73,No,Yes,Gold,Net Banking,Yes,Afternoon,4
589,47,Female,Edge,11.43,18,274,99.62,Tablet,USA,Google,0,494.97,No,No,Platinum,Net Banking,Yes,Night,2
590,35,Female,Chrome,11.61,4,166,25.58,Mobile,UK,Facebook,6,109.96,No,No,Silver,Credit Card,No,Night,1
591,30,Female,Safari,7.37,17,312,70.5,Desktop,Canada,Google,5,480.73,Yes,No,Silver,UPI,Yes,Afternoon,5
592,37,Female,Firefox,6.47,13,365,75.8,Mobile,Canada,Instagram,5,,No,Yes,Silver,UPI,No,Afternoon,4
593,36,Female,Chrome,20.34,5,294,58.45,Tablet,USA,Facebook,2,211.86,Yes,No,Platinum,PayPal,No,Night,2
594,40,Female,Firefox,14.16,3,440,9.75,Mobile,Canada,Direct,9,185.82,No,No,Gold,UPI,No,Morning,1
595,29,Male,Safari,13.79,9,315,57.24,Desktop,USA,Facebook,6,141.54,Yes,Yes,Silver,PayPal,No,Afternoon,5
596,31,Male,Chrome,15.28,18,425,95.35,Tablet,Australia,Direct,5,349.68,Yes,No,Gold,Net Banking,No,Afternoon,5
597,33,Female,Chrome,22.99,19,284,34.21,Mobile,USA,Google,9,298.68,No,Yes,Platinum,PayPal,No,Night,1
598,42,Female,Safari,15.58,19,184,63.97,Desktop,India,Google,9,159.79,Yes,Yes,Silver,Credit Card,No,Night,4
599,43,Male,Safari,14.44,16,238,,Mobile,Canada,Direct,8,74.78,No,Yes,Platinum,PayPal,Yes,Night,4
600,31,Female,Edge,11.81,1,297,79.8,Mobile,Canada,Google,2,165.51,Yes,No,Silver,PayPal,Yes,Morning,2
601,,Male,Chrome,17.99,5,225,68.83,Tablet,UK,Facebook,2,196.8,Yes,No,Silver,Credit Card,Yes,Night,3
602,39,Male,Safari,14.68,15,134,97.11,Desktop,India,Google,3,196.52,Yes,No,Gold,Credit Card,Yes,Morning,2
603,42,Female,Safari,23.26,12,100,17.06,Mobile,UK,Direct,2,185.06,No,No,Platinum,UPI,Yes,Night,2
604,34,Male,Chrome,14.2,1,401,77.27,Desktop,USA,Direct,3,33.87,No,No,Silver,Net Banking,No,Night,2
605,28,Female,Edge,20.04,14,339,40.68,Tablet,Australia,Instagram,5,237.38,Yes,No,Silver,Net Banking,No,Morning,1
606,30,Female,Firefox,11.44,18,328,36.04,Tablet,Canada,Direct,0,419.74,No,No,Platinum,Credit Card,Yes,Evening,5
607,51,Male,Edge,11.4,18,317,52.07,Tablet,Australia,Google,1,98.38,Yes,No,Gold,Net Banking,No,Afternoon,5
608,37,Male,Safari,5.87,6,245,3.38,Desktop,USA,Direct,9,81.37,No,No,Platinum,PayPal,Yes,Night,3
609,45,Male,Firefox,18.97,1,379,31.25,Desktop,USA,Google,5,241.21,No,No,Silver,Net Banking,No,Evening,4
610,27,Female,Firefox,,17,126,16.62,Mobile,India,Google,5,191.6,Yes,No,Platinum,Credit Card,No,Morning,2
,47,Female,Edge,18.2,18,92,,Desktop,UK,Instagram,0,285.03,Yes,No,Gold,Net Banking,No,Night,1
612,44,Female,Firefox,23.48,15,280,,Tablet,Canada,Google,5,474.07,Yes,Yes,Gold,Credit Card,Yes,Morning,1
613,34,Female,Safari,,12,313,80.23,Mobile,Canada,Direct,8,382.83,No,Yes,Gold,UPI,No,Morning,2
614,41,Female,Chrome,10.01,13,212,20.11,Desktop,Australia,Direct,7,346.66,Yes,No,Gold,Credit Card,Yes,Morning,1
615,48,Female,Chrome,11.06,2,141,53.14,Tablet,India,Direct,9,213.81,Yes,No,Gold,PayPal,No,Evening,1
616,24,Female,Chrome,,4,359,74.87,Tablet,USA,Google,4,150.81,No,Yes,Gold,PayPal,Yes,Morning,2
617,30,Male,Edge,14.03,3,259,24.1,Mobile,India,Direct,3,274.73,No,Yes,Gold,PayPal,Yes,Afternoon,3
618,40,Female,Chrome,19.42,19,369,92.42,Tablet,Canada,Facebook,5,443.87,Yes,No,Silver,Credit Card,Yes,Night,1
,,Male,Chrome,15.25,8,431,86.65,Desktop,UK,Facebook,4,439.6,Yes,No,Platinum,Credit Card,No,Night,5
620,39,Male,Chrome,7.15,12,140,25.12,Tablet,Australia,Direct,5,228.3,No,No,Gold,PayPal,No,Afternoon,5
621,42,Female,Firefox,13.22,12,321,,Mobile,USA,Google,9,130.65,No,No,Platinum,Net Banking,No,Night,5
622,40,Male,Firefox,15.63,10,325,66.92,Tablet,USA,Direct,2,120.42,No,No,Platinum,Credit Card,No,Afternoon,2
623,32,Male,Firefox,19.81,1,374,28.61,Tablet,USA,Facebook,6,,No,Yes,Silver,Net Banking,Yes,Evening,5
624,33,Male,Safari,18.98,5,247,68.1,Desktop,UK,Google,7,,Yes,No,Platinum,UPI,No,Morning,4
625,51,Female,Safari,13.27,11,306,66.62,Desktop,Canada,Direct,4,139.77,Yes,Yes,Platinum,UPI,Yes,Evening,1
,36,Male,Safari,13.26,9,373,,Desktop,Canada,Google,4,185.91,No,Yes,Gold,UPI,Yes,Afternoon,3
627,49,Female,Chrome,17.97,14,344,71.17,Desktop,India,Direct,3,406.52,Yes,No,Gold,UPI,No,Morning,5
,49,Female,Firefox,12.03,3,456,,Tablet,India,Instagram,9,68.81,Yes,No,Platinum,PayPal,Yes,Evening,2
629,27,Female,Safari,19.28,5,213,97.9,Desktop,Canada,Google,4,236,Yes,Yes,Gold,Credit Card,No,Morning,3
630,42,Male,Edge,11.71,9,321,85.79,Tablet,USA,Facebook,9,69.95,No,No,Silver,UPI,No,Morning,2
631,24,Male,Firefox,22.76,18,291,74.57,Desktop,UK,Facebook,7,226.51,Yes,Yes,Platinum,PayPal,No,Evening,3
632,51,Female,Chrome,,6,279,2.63,Desktop,Canada,Facebook,4,33.1,No,Yes,Platinum,UPI,Yes,Night,3
633,37,Female,Firefox,5.2,7,359,59.04,Desktop,UK,Facebook,8,263.64,Yes,No,Silver,Credit Card,No,Afternoon,1
